date,time,temperature,weather,wind_speed,wind_direction,humidity,barometer,visibility
20210101,00:00,-6,Clear,2,Wind blowing from 0° North to South,93%,1034,16
20210101,01:00,-7,Clear,2,Wind blowing from 0° North to South,100%,1034,16
20210101,02:00,-7,Clear,2,Wind blowing from 0° North to South,93%,1034,16
20210101,03:00,-7,Clear,2,Wind blowing from 0° North to South,93%,1033,16
20210101,04:00,-7,Clear,2,Wind blowing from 170° South to North,100%,1032,16
20210101,05:00,-8,Clear,2,Wind blowing from 260° West to East,100%,1033,16
20210101,06:00,-8,Clear,6,Wind blowing from 260° West to East,100%,1032,16
20210101,07:00,-8,Clear,2,Wind blowing from 280° West to East,100%,1032,16
20210101,08:00,-6,Clear,2,Wind blowing from 210° South-southwest to North-northeast,93%,1032,8
20210101,09:00,-2,Sunny,0,Wind blowing from 0° North to South,74%,1032,16
20210101,10:00,1,Sunny,2,Wind blowing from 0° North to South,56%,1032,16
20210101,11:00,2,Sunny,9,Wind blowing from 260° West to East,52%,1031,16
20210101,12:00,4,Passing clouds,9,Wind blowing from 230° Southwest to Northeast,42%,1030,N/A
20210101,13:00,4,Sunny,13,Wind blowing from 220° Southwest to Northeast,36%,1029,16
20210101,14:00,5,Passing clouds,9,Wind blowing from 230° Southwest to Northeast,39%,1028,N/A
20210101,15:00,5,Passing clouds,13,Wind blowing from 230° Southwest to Northeast,42%,1028,N/A
20210101,16:00,5,Sunny,13,Wind blowing from 220° Southwest to Northeast,42%,1028,16
20210101,17:00,3,Sunny,6,Wind blowing from 220° Southwest to Northeast,45%,1028,16
20210101,18:00,-1,Clear,6,Wind blowing from 180° South to North,75%,1028,16
20210101,19:00,0,Clear,2,Wind blowing from 190° South to North,64%,1028,16
20210101,20:00,-2,Clear,2,Wind blowing from 240° West-southwest to East-northeast,86%,1029,16
20210101,21:00,-3,Clear,2,Wind blowing from 280° West to East,86%,1029,16
20210101,22:00,-3,Clear,2,Wind blowing from 260° West to East,93%,1030,16
20210101,23:00,-4,Clear,2,Wind blowing from 220° Southwest to Northeast,100%,1030,16
20210102,00:00,-4,Clear,0,Wind blowing from 0° North to South,93%,1030,16
20210102,01:00,-5,Clear,0,Wind blowing from 0° North to South,100%,1030,16
20210102,02:00,-5,Clear,2,Wind blowing from 0° North to South,100%,1029,16
20210102,03:00,-4,Clear,2,Wind blowing from 160° South-southeast to North-northwest,93%,1029,16
20210102,04:00,-5,Clear,0,Wind blowing from 0° North to South,100%,1029,16
20210102,05:00,-6,Clear,0,Wind blowing from 0° North to South,100%,1029,8
20210102,06:00,-6,Clear,2,Wind blowing from 240° West-southwest to East-northeast,100%,1030,8
20210102,07:00,-7,Clear,2,Wind blowing from 280° West to East,100%,1030,6
20210102,08:00,-4,Ice fog,2,Wind blowing from 90° East to West,100%,1030,5
20210102,09:00,-1,Ice fog,2,Wind blowing from 0° North to South,93%,1032,5
20210102,10:00,3,Sunny,2,Wind blowing from 0° North to South,70%,1032,16
20210102,11:00,6,Passing clouds,6,Wind blowing from 100° East to West,46%,1031,N/A
20210102,12:00,6,Passing clouds,6,Wind blowing from 90° East to West,46%,1030,N/A
20210102,13:00,7,Passing clouds,9,Wind blowing from 60° East-northeast to West-southwest,46%,1029,N/A
20210102,14:00,7,Passing clouds,13,Wind blowing from 70° East-northeast to West-southwest,49%,1028,N/A
20210102,15:00,8,Passing clouds,17,Wind blowing from 70° East-northeast to West-southwest,40%,1028,N/A
20210102,16:00,7,Sunny,17,Wind blowing from 70° East-northeast to West-southwest,42%,1028,16
20210102,17:00,5,Sunny,13,Wind blowing from 70° East-northeast to West-southwest,49%,1029,16
20210102,18:00,3,Clear,9,Wind blowing from 80° East to West,56%,1030,16
20210102,19:00,2,Clear,17,Wind blowing from 70° East-northeast to West-southwest,65%,1029,16
20210102,20:00,3,Clear,17,Wind blowing from 80° East to West,52%,1030,16
20210102,21:00,1,Passing clouds,6,Wind blowing from 80° East to West,56%,1030,N/A
20210102,22:00,2,Clear,9,Wind blowing from 130° Southeast to Northwest,56%,1031,16
20210102,23:00,1,Passing clouds,9,Wind blowing from 100° East to West,60%,1030,N/A
20210103,00:00,-1,Clear,2,Wind blowing from 0° North to South,75%,1030,16
20210103,01:00,0,Clear,6,Wind blowing from 70° East-northeast to West-southwest,75%,1031,16
20210103,02:00,0,Clear,6,Wind blowing from 60° East-northeast to West-southwest,75%,1031,8
20210103,03:00,-1,Clear,9,Wind blowing from 50° Northeast to Southwest,80%,1030,7
20210103,04:00,-2,Ice fog,9,Wind blowing from 80° East to West,86%,1029,5
20210103,05:00,-1,Ice fog,9,Wind blowing from 60° East-northeast to West-southwest,86%,1030,5
20210103,06:00,-1,Ice fog,9,Wind blowing from 70° East-northeast to West-southwest,93%,1030,4
20210103,07:00,-1,Ice fog,6,Wind blowing from 60° East-northeast to West-southwest,93%,1031,3
20210103,08:00,0,Ice fog,17,Wind blowing from 80° East to West,93%,1031,3
20210103,09:00,2,Fog,20,Wind blowing from 80° East to West,87%,1031,3
20210103,10:00,6,Haze,17,Wind blowing from 90° East to West,76%,1031,5
20210103,11:00,8,Clear,17,Wind blowing from 110° East-southeast to West-northwest,62%,1031,7
20210103,12:00,9,Sunny,24,Wind blowing from 120° East-southeast to West-northwest,58%,1028,16
20210103,13:00,10,Sunny,24,Wind blowing from 130° Southeast to Northwest,54%,1028,16
20210103,14:00,10,Sunny,20,Wind blowing from 120° East-southeast to West-northwest,54%,1028,16
20210103,15:00,10,Sunny,17,Wind blowing from 120° East-southeast to West-northwest,54%,1027,16
20210103,16:00,10,Sunny,17,Wind blowing from 130° Southeast to Northwest,54%,1028,16
20210103,17:00,9,Sunny,17,Wind blowing from 120° East-southeast to West-northwest,58%,1028,16
20210103,18:00,9,Clear,13,Wind blowing from 100° East to West,58%,1029,16
20210103,19:00,8,Clear,9,Wind blowing from 120° East-southeast to West-northwest,62%,1029,16
20210103,20:00,8,Passing clouds,6,Wind blowing from 120° East-southeast to West-northwest,66%,1030,N/A
20210103,21:00,7,Clear,6,Wind blowing from 60° East-northeast to West-southwest,71%,1030,16
20210103,22:00,6,Passing clouds,9,Wind blowing from 60° East-northeast to West-southwest,76%,1031,N/A
20210103,23:00,5,Passing clouds,6,Wind blowing from 60° East-northeast to West-southwest,81%,1030,N/A
20210104,00:00,4,Clear,2,Wind blowing from 30° North-northeast to South-southwest,87%,1031,16
20210104,01:00,2,Clear,9,Wind blowing from 70° East-northeast to West-southwest,100%,1029,16
20210104,02:00,3,Passing clouds,2,Wind blowing from 0° North to South,100%,1030,N/A
20210104,03:00,4,Passing clouds,2,Wind blowing from 0° North to South,93%,1029,N/A
20210104,04:00,4,Passing clouds,0,Wind blowing from 0° North to South,93%,1029,N/A
20210104,05:00,4,Passing clouds,2,Wind blowing from 0° North to South,93%,1027,N/A
20210104,06:00,3,Passing clouds,0,Wind blowing from 0° North to South,93%,1028,8
20210104,07:00,2,Passing clouds,2,Wind blowing from 0° North to South,100%,1029,8
20210104,08:00,3,Clear,2,Wind blowing from 0° North to South,93%,1029,8
20210104,09:00,6,Clear,0,Wind blowing from 0° North to South,87%,1029,7
20210104,10:00,7,Partly sunny,6,Wind blowing from 40° Northeast to Southwest,76%,1029,8
20210104,11:00,8,Overcast,9,Wind blowing from 70° East-northeast to West-southwest,76%,1028,8
20210104,12:00,8,Mostly cloudy,6,Wind blowing from 30° North-northeast to South-southwest,76%,1028,8
20210104,13:00,9,Mostly cloudy,9,Wind blowing from 80° East to West,71%,1027,8
20210104,14:00,9,Mostly cloudy,6,Wind blowing from 70° East-northeast to West-southwest,71%,1026,8
20210104,15:00,10,Mostly cloudy,2,Wind blowing from 0° North to South,67%,1026,8
20210104,16:00,10,Scattered clouds,2,Wind blowing from 0° North to South,62%,1026,N/A
20210104,17:00,9,Scattered clouds,2,Wind blowing from 0° North to South,71%,1027,N/A
20210104,18:00,8,Passing clouds,6,Wind blowing from 20° North-northeast to South-southwest,76%,1027,8
20210104,19:00,8,Clear,2,Wind blowing from 340° North-northwest to South-southeast,76%,1028,8
20210104,20:00,6,Overcast,2,Wind blowing from 0° North to South,87%,1029,8
20210104,21:00,6,Passing clouds,2,Wind blowing from 330° North-northwest to South-southeast,93%,1028,6
20210104,22:00,7,Passing clouds,2,Wind blowing from 0° North to South,87%,1029,6
20210104,23:00,7,Passing clouds,2,Wind blowing from 20° North-northeast to South-southwest,87%,1029,6
20210105,00:00,7,Passing clouds,6,Wind blowing from 50° Northeast to Southwest,87%,1029,8
20210105,01:00,7,Passing clouds,6,Wind blowing from 70° East-northeast to West-southwest,87%,1028,9
20210105,02:00,7,Overcast,9,Wind blowing from 70° East-northeast to West-southwest,81%,1028,9
20210105,03:00,7,Overcast,13,Wind blowing from 60° East-northeast to West-southwest,76%,1028,N/A
20210105,04:00,5,Overcast,9,Wind blowing from 80° East to West,87%,1029,N/A
20210105,05:00,6,Overcast,6,Wind blowing from 50° Northeast to Southwest,81%,1029,N/A
20210105,06:00,6,Overcast,6,Wind blowing from 40° Northeast to Southwest,76%,1030,N/A
20210105,07:00,5,Fog,9,Wind blowing from 40° Northeast to Southwest,81%,1031,5
20210105,08:00,5,Fog,9,Wind blowing from 50° Northeast to Southwest,81%,1032,3
20210105,09:00,5,Fog,17,Wind blowing from 60° East-northeast to West-southwest,81%,1032,2
20210105,10:00,6,Fog,17,Wind blowing from 60° East-northeast to West-southwest,76%,1033,2
20210105,11:00,7,Scattered clouds,17,Wind blowing from 60° East-northeast to West-southwest,66%,1031,3
20210105,12:00,8,Partly sunny,13,Wind blowing from 50° Northeast to Southwest,66%,1031,5
20210105,13:00,7,Partly sunny,9,Wind blowing from 50° Northeast to Southwest,66%,1030,4
20210105,14:00,6,Partly sunny,13,Wind blowing from 30° North-northeast to South-southwest,71%,1030,3
20210105,15:00,5,Partly sunny,17,Wind blowing from 40° Northeast to Southwest,70%,1030,6
20210105,16:00,5,Overcast,13,Wind blowing from 40° Northeast to Southwest,66%,1032,N/A
20210105,17:00,4,Overcast,17,Wind blowing from 60° East-northeast to West-southwest,65%,1032,N/A
20210105,18:00,3,Overcast,13,Wind blowing from 50° Northeast to Southwest,70%,1032,N/A
20210105,19:00,3,Passing clouds,17,Wind blowing from 60° East-northeast to West-southwest,70%,1033,N/A
20210105,20:00,3,Overcast,13,Wind blowing from 50° Northeast to Southwest,65%,1034,N/A
20210105,21:00,3,Overcast,13,Wind blowing from 50° Northeast to Southwest,65%,1033,N/A
20210105,22:00,3,Overcast,9,Wind blowing from 60° East-northeast to West-southwest,65%,1033,N/A
20210105,23:00,3,Overcast,9,Wind blowing from 40° Northeast to Southwest,65%,1033,N/A
20210106,00:00,3,Overcast,9,Wind blowing from 50° Northeast to Southwest,65%,1033,N/A
20210106,01:00,2,Overcast,9,Wind blowing from 50° Northeast to Southwest,70%,1032,N/A
20210106,02:00,2,Overcast,9,Wind blowing from 60° East-northeast to West-southwest,65%,1032,N/A
20210106,03:00,2,Overcast,9,Wind blowing from 80° East to West,65%,1031,N/A
20210106,04:00,2,Overcast,6,Wind blowing from 50° Northeast to Southwest,65%,1030,N/A
20210106,05:00,2,Overcast,6,Wind blowing from 50° Northeast to Southwest,65%,1030,N/A
20210106,06:00,2,Overcast,6,Wind blowing from 40° Northeast to Southwest,65%,1030,N/A
20210106,07:00,2,Overcast,6,Wind blowing from 60° East-northeast to West-southwest,65%,1031,N/A
20210106,08:00,2,Overcast,9,Wind blowing from 70° East-northeast to West-southwest,65%,1031,N/A
20210106,09:00,2,Overcast,6,Wind blowing from 50° Northeast to Southwest,65%,1031,N/A
20210106,10:00,2,Overcast,6,Wind blowing from 70° East-northeast to West-southwest,65%,1031,N/A
20210106,11:00,2,Overcast,2,Wind blowing from 0° North to South,65%,1030,N/A
20210106,12:00,3,Overcast,2,Wind blowing from 0° North to South,60%,1029,N/A
20210106,13:00,4,Overcast,6,Wind blowing from 330° North-northwest to South-southeast,56%,1028,N/A
20210106,14:00,4,Partly sunny,9,Wind blowing from 320° Northwest to Southeast,65%,1027,7
20210106,15:00,4,Partly sunny,9,Wind blowing from 330° North-northwest to South-southeast,61%,1028,6
20210106,16:00,4,Scattered clouds,6,Wind blowing from 310° Northwest to Southeast,61%,1028,9
20210106,17:00,4,Scattered clouds,6,Wind blowing from 290° West-northwest to East-southeast,65%,1029,7
20210106,18:00,4,Passing clouds,9,Wind blowing from 340° North-northwest to South-southeast,56%,1029,8
20210106,19:00,3,Passing clouds,9,Wind blowing from 350° North to South,56%,1030,N/A
20210106,20:00,3,Passing clouds,13,Wind blowing from 340° North-northwest to South-southeast,56%,1031,9
20210106,21:00,2,Passing clouds,9,Wind blowing from 30° North-northeast to South-southwest,65%,1032,8
20210106,22:00,2,Passing clouds,6,Wind blowing from 30° North-northeast to South-southwest,52%,1032,N/A
20210106,23:00,2,Passing clouds,6,Wind blowing from 20° North-northeast to South-southwest,52%,1033,N/A
20210107,00:00,1,Clear,6,Wind blowing from 20° North-northeast to South-southwest,51%,1033,8
20210107,01:00,1,Passing clouds,9,Wind blowing from 20° North-northeast to South-southwest,51%,1034,N/A
20210107,02:00,0,Passing clouds,13,Wind blowing from 40° Northeast to Southwest,64%,1035,N/A
20210107,03:00,-1,Passing clouds,13,Wind blowing from 20° North-northeast to South-southwest,64%,1035,N/A
20210107,04:00,-3,Passing clouds,13,Wind blowing from 30° North-northeast to South-southwest,59%,1036,N/A
20210107,05:00,-4,Passing clouds,17,Wind blowing from 30° North-northeast to South-southwest,54%,1036,N/A
20210107,06:00,-5,Passing clouds,13,Wind blowing from 40° Northeast to Southwest,50%,1036,N/A
20210107,07:00,-5,Passing clouds,9,Wind blowing from 30° North-northeast to South-southwest,42%,1038,N/A
20210107,08:00,-5,Scattered clouds,13,Wind blowing from 20° North-northeast to South-southwest,39%,1039,N/A
20210107,09:00,-5,Passing clouds,13,Wind blowing from 20° North-northeast to South-southwest,33%,1040,N/A
20210107,10:00,-5,Passing clouds,17,Wind blowing from 0° North to South,33%,1040,N/A
20210107,11:00,-5,Passing clouds,17,Wind blowing from 340° North-northwest to South-southeast,30%,1039,N/A
20210107,12:00,-5,Passing clouds,20,Wind blowing from 340° North-northwest to South-southeast,30%,1038,N/A
20210107,13:00,-4,Passing clouds,24,Wind blowing from 330° North-northwest to South-southeast,30%,1037,N/A
20210107,14:00,-4,Passing clouds,13,Wind blowing from 320° Northwest to Southeast,30%,1036,N/A
20210107,15:00,-4,Passing clouds,17,Wind blowing from 340° North-northwest to South-southeast,28%,1036,N/A
20210107,16:00,-5,Passing clouds,13,Wind blowing from 330° North-northwest to South-southeast,30%,1036,N/A
20210107,17:00,-5,Passing clouds,13,Wind blowing from 350° North to South,30%,1036,N/A
20210107,18:00,-6,Passing clouds,9,Wind blowing from 350° North to South,38%,1037,N/A
20210107,19:00,-6,Passing clouds,9,Wind blowing from 330° North-northwest to South-southeast,38%,1038,N/A
20210107,20:00,-6,Passing clouds,9,Wind blowing from 330° North-northwest to South-southeast,38%,1038,N/A
20210107,21:00,-6,Clear,13,Wind blowing from 340° North-northwest to South-southeast,35%,1038,16
20210107,22:00,-7,Clear,9,Wind blowing from 320° Northwest to Southeast,42%,1038,16
20210107,23:00,-7,Clear,13,Wind blowing from 320° Northwest to Southeast,38%,1038,16
20210108,00:00,-7,Clear,6,Wind blowing from 300° West-northwest to East-southeast,42%,1038,16
20210108,01:00,-7,Passing clouds,6,Wind blowing from 300° West-northwest to East-southeast,42%,1038,N/A
20210108,02:00,-8,Clear,6,Wind blowing from 290° West-northwest to East-southeast,45%,1038,16
20210108,03:00,-8,Clear,6,Wind blowing from 280° West to East,49%,1038,16
20210108,04:00,-8,Clear,2,Wind blowing from 290° West-northwest to East-southeast,53%,1037,16
20210108,05:00,-8,Clear,2,Wind blowing from 260° West to East,49%,1037,16
20210108,06:00,-9,Clear,6,Wind blowing from 240° West-southwest to East-northeast,57%,1036,16
20210108,07:00,-10,Clear,6,Wind blowing from 260° West to East,62%,1037,16
20210108,08:00,-8,Sunny,6,Wind blowing from 260° West to East,68%,1037,16
20210108,09:00,-5,Passing clouds,9,Wind blowing from 260° West to East,50%,1037,N/A
20210108,10:00,-3,Passing clouds,13,Wind blowing from 260° West to East,33%,1037,N/A
20210108,11:00,-2,Passing clouds,13,Wind blowing from 270° West to East,31%,1036,N/A
20210108,12:00,-1,Sunny,20,Wind blowing from 260° West to East,34%,1034,16
20210108,13:00,0,Passing clouds,20,Wind blowing from 270° West to East,27%,1033,N/A
20210108,14:00,1,Passing clouds,17,Wind blowing from 290° West-northwest to East-southeast,21%,1032,N/A
20210108,15:00,1,Sunny,20,Wind blowing from 290° West-northwest to East-southeast,23%,1031,16
20210108,16:00,1,Sunny,17,Wind blowing from 300° West-northwest to East-southeast,23%,1031,16
20210108,17:00,0,Sunny,13,Wind blowing from 300° West-northwest to East-southeast,29%,1031,16
20210108,18:00,-1,Clear,9,Wind blowing from 300° West-northwest to East-southeast,31%,1032,16
20210108,19:00,-3,Clear,6,Wind blowing from 290° West-northwest to East-southeast,39%,1032,16
20210108,20:00,-4,Clear,6,Wind blowing from 280° West to East,42%,1033,16
20210108,21:00,-6,Clear,2,Wind blowing from 300° West-northwest to East-southeast,58%,1033,16
20210108,22:00,-6,Clear,2,Wind blowing from 260° West to East,63%,1033,16
20210108,23:00,-7,Clear,2,Wind blowing from 230° Southwest to Northeast,79%,1033,16
20210109,00:00,-7,Clear,2,Wind blowing from 210° South-southwest to North-northeast,68%,1033,16
20210109,01:00,-8,Clear,2,Wind blowing from 250° West-southwest to East-northeast,79%,1033,16
20210109,02:00,-8,Clear,6,Wind blowing from 280° West to East,73%,1033,16
20210109,03:00,-8,Clear,6,Wind blowing from 280° West to East,79%,1033,16
20210109,04:00,-8,Clear,2,Wind blowing from 250° West-southwest to East-northeast,86%,1032,16
20210109,05:00,-9,Clear,2,Wind blowing from 0° North to South,86%,1032,16
20210109,06:00,-9,Clear,2,Wind blowing from 330° North-northwest to South-southeast,86%,1033,16
20210109,07:00,-9,Clear,0,Wind blowing from 0° North to South,86%,1033,16
20210109,08:00,-7,Sunny,2,Wind blowing from 0° North to South,93%,1033,16
20210109,09:00,-2,Sunny,9,Wind blowing from 250° West-southwest to East-northeast,64%,1033,16
20210109,10:00,1,Sunny,13,Wind blowing from 250° West-southwest to East-northeast,44%,1033,16
20210109,11:00,3,Passing clouds,13,Wind blowing from 270° West to East,28%,1033,N/A
20210109,12:00,4,Passing clouds,13,Wind blowing from 280° West to East,18%,1031,N/A
20210109,13:00,5,Passing clouds,13,Wind blowing from 260° West to East,19%,1030,N/A
20210109,14:00,5,Passing clouds,9,Wind blowing from 310° Northwest to Southeast,20%,1029,N/A
20210109,15:00,5,Passing clouds,13,Wind blowing from 290° West-northwest to East-southeast,20%,1029,N/A
20210109,16:00,5,Passing clouds,13,Wind blowing from 270° West to East,20%,1030,N/A
20210109,17:00,2,Sunny,6,Wind blowing from 280° West to East,25%,1030,16
20210109,18:00,1,Clear,6,Wind blowing from 290° West-northwest to East-southeast,29%,1030,16
20210109,19:00,-2,Clear,6,Wind blowing from 330° North-northwest to South-southeast,55%,1030,16
20210109,20:00,-3,Clear,6,Wind blowing from 270° West to East,59%,1030,16
20210109,21:00,-4,Clear,2,Wind blowing from 0° North to South,63%,1031,16
20210109,22:00,-4,Clear,2,Wind blowing from 280° West to East,74%,1031,16
20210109,23:00,-5,Clear,2,Wind blowing from 250° West-southwest to East-northeast,74%,1031,16
20210110,00:00,-5,Passing clouds,6,Wind blowing from 310° Northwest to Southeast,74%,1032,N/A
20210110,01:00,-5,Clear,6,Wind blowing from 240° West-southwest to East-northeast,74%,1032,16
20210110,02:00,-5,Clear,2,Wind blowing from 250° West-southwest to East-northeast,74%,1032,16
20210110,03:00,-6,Clear,2,Wind blowing from 270° West to East,80%,1032,16
20210110,04:00,-7,Clear,2,Wind blowing from 280° West to East,86%,1032,16
20210110,05:00,-7,Clear,0,Wind blowing from 0° North to South,93%,1031,16
20210110,06:00,-8,Clear,2,Wind blowing from 290° West-northwest to East-southeast,93%,1031,16
20210110,07:00,-7,Clear,0,Wind blowing from 0° North to South,93%,1032,16
20210110,08:00,-5,Sunny,2,Wind blowing from 0° North to South,86%,1032,16
20210110,09:00,-1,Sunny,0,Wind blowing from 0° North to South,75%,1033,16
20210110,10:00,3,Passing clouds,6,Wind blowing from 300° West-northwest to East-southeast,35%,1033,N/A
20210110,11:00,4,Passing clouds,6,Wind blowing from 40° Northeast to Southwest,26%,1033,N/A
20210110,12:00,4,Passing clouds,9,Wind blowing from 40° Northeast to Southwest,24%,1031,N/A
20210110,13:00,5,Passing clouds,9,Wind blowing from 30° North-northeast to South-southwest,20%,1031,N/A
20210110,14:00,4,Passing clouds,9,Wind blowing from 40° Northeast to Southwest,22%,1031,N/A
20210110,15:00,4,Passing clouds,9,Wind blowing from 50° Northeast to Southwest,24%,1030,N/A
20210110,16:00,4,Sunny,2,Wind blowing from 0° North to South,24%,1030,16
20210110,17:00,3,Sunny,2,Wind blowing from 0° North to South,26%,1030,16
20210110,18:00,1,Clear,2,Wind blowing from 40° Northeast to Southwest,35%,1031,16
20210110,19:00,-1,Clear,2,Wind blowing from 0° North to South,59%,1032,16
20210110,20:00,-2,Clear,2,Wind blowing from 320° Northwest to Southeast,69%,1032,16
20210110,21:00,-1,Clear,2,Wind blowing from 270° West to East,59%,1032,16
20210110,22:00,-1,Clear,2,Wind blowing from 0° North to South,59%,1033,16
20210110,23:00,-2,Clear,2,Wind blowing from 250° West-southwest to East-northeast,74%,1034,16
20210111,00:00,-2,Clear,2,Wind blowing from 260° West to East,69%,1034,16
20210111,01:00,-2,Clear,2,Wind blowing from 140° Southeast to Northwest,74%,1032,16
20210111,02:00,-3,Clear,2,Wind blowing from 320° Northwest to Southeast,80%,1033,16
20210111,03:00,-5,Clear,6,Wind blowing from 240° West-southwest to East-northeast,80%,1032,16
20210111,04:00,-4,Clear,2,Wind blowing from 0° North to South,74%,1033,16
20210111,05:00,-3,Clear,2,Wind blowing from 240° West-southwest to East-northeast,69%,1032,16
20210111,06:00,-3,Clear,2,Wind blowing from 0° North to South,69%,1031,16
20210111,07:00,-3,Clear,2,Wind blowing from 0° North to South,74%,1032,16
20210111,08:00,-2,Sunny,2,Wind blowing from 270° West to East,74%,1032,16
20210111,09:00,2,Sunny,6,Wind blowing from 260° West to East,52%,1032,16
20210111,10:00,5,Passing clouds,13,Wind blowing from 250° West-southwest to East-northeast,33%,1032,N/A
20210111,11:00,6,Passing clouds,17,Wind blowing from 300° West-northwest to East-southeast,26%,1031,N/A
20210111,12:00,6,Passing clouds,17,Wind blowing from 290° West-northwest to East-southeast,26%,1030,N/A
20210111,13:00,7,Passing clouds,20,Wind blowing from 280° West to East,23%,1028,N/A
20210111,14:00,7,Passing clouds,24,Wind blowing from 280° West to East,23%,1028,N/A
20210111,15:00,6,Sunny,32,Wind blowing from 280° West to East,24%,1028,16
20210111,16:00,5,Sunny,20,Wind blowing from 310° Northwest to Southeast,24%,1028,16
20210111,17:00,4,Passing clouds,17,Wind blowing from 290° West-northwest to East-southeast,26%,1029,N/A
20210111,18:00,3,Passing clouds,9,Wind blowing from 290° West-northwest to East-southeast,30%,1029,N/A
20210111,19:00,2,Clear,9,Wind blowing from 290° West-northwest to East-southeast,32%,1030,16
20210111,20:00,1,Clear,9,Wind blowing from 280° West to East,38%,1030,16
20210111,21:00,0,Clear,6,Wind blowing from 260° West to East,40%,1030,16
20210111,22:00,-1,Clear,6,Wind blowing from 250° West-southwest to East-northeast,43%,1029,16
20210111,23:00,-1,Clear,2,Wind blowing from 250° West-southwest to East-northeast,51%,1029,16
20210112,00:00,-3,Clear,2,Wind blowing from 260° West to East,59%,1029,16
20210112,01:00,-3,Clear,6,Wind blowing from 250° West-southwest to East-northeast,59%,1028,16
20210112,02:00,-3,Clear,6,Wind blowing from 240° West-southwest to East-northeast,64%,1028,16
20210112,03:00,-2,Clear,9,Wind blowing from 230° Southwest to Northeast,59%,1027,16
20210112,04:00,-2,Clear,9,Wind blowing from 240° West-southwest to East-northeast,55%,1026,16
20210112,05:00,-3,Clear,6,Wind blowing from 250° West-southwest to East-northeast,59%,1025,16
20210112,06:00,-2,Clear,9,Wind blowing from 230° Southwest to Northeast,59%,1025,16
20210112,07:00,-3,Clear,13,Wind blowing from 240° West-southwest to East-northeast,64%,1025,16
20210112,08:00,-1,Sunny,9,Wind blowing from 240° West-southwest to East-northeast,64%,1024,16
20210112,09:00,3,Sunny,20,Wind blowing from 240° West-southwest to East-northeast,45%,1024,16
20210112,10:00,5,Sunny,24,Wind blowing from 240° West-southwest to East-northeast,39%,1024,16
20210112,11:00,7,Sunny,28,Wind blowing from 230° Southwest to Northeast,31%,1023,16
20210112,12:00,9,Sunny,32,Wind blowing from 240° West-southwest to East-northeast,23%,1022,16
20210112,13:00,9,Sunny,35,Wind blowing from 230° Southwest to Northeast,25%,1020,16
20210112,14:00,11,Sunny,28,Wind blowing from 240° West-southwest to East-northeast,22%,1019,16
20210112,15:00,11,Sunny,28,Wind blowing from 230° Southwest to Northeast,24%,1019,16
20210112,16:00,10,Sunny,24,Wind blowing from 240° West-southwest to East-northeast,28%,1019,16
20210112,17:00,9,Sunny,20,Wind blowing from 240° West-southwest to East-northeast,29%,1019,16
20210112,18:00,7,Clear,17,Wind blowing from 240° West-southwest to East-northeast,37%,1018,16
20210112,19:00,6,Clear,17,Wind blowing from 230° Southwest to Northeast,39%,1018,16
20210112,20:00,6,Passing clouds,13,Wind blowing from 230° Southwest to Northeast,39%,1018,N/A
20210112,21:00,6,Clear,13,Wind blowing from 240° West-southwest to East-northeast,36%,1018,16
20210112,22:00,5,Clear,13,Wind blowing from 240° West-southwest to East-northeast,39%,1018,16
20210112,23:00,4,Clear,6,Wind blowing from 260° West to East,42%,1018,16
20210113,00:00,6,Clear,20,Wind blowing from 240° West-southwest to East-northeast,36%,1018,16
20210113,01:00,6,Clear,24,Wind blowing from 240° West-southwest to East-northeast,36%,1017,16
20210113,02:00,6,Clear,20,Wind blowing from 240° West-southwest to East-northeast,39%,1017,16
20210113,03:00,6,Clear,17,Wind blowing from 230° Southwest to Northeast,36%,1017,16
20210113,04:00,6,Clear,20,Wind blowing from 220° Southwest to Northeast,36%,1017,16
20210113,05:00,5,Clear,17,Wind blowing from 230° Southwest to Northeast,39%,1017,16
20210113,06:00,3,Clear,9,Wind blowing from 240° West-southwest to East-northeast,41%,1017,16
20210113,07:00,0,Clear,2,Wind blowing from 0° North to South,60%,1017,16
20210113,08:00,1,Sunny,2,Wind blowing from 0° North to South,70%,1017,16
20210113,09:00,8,Sunny,0,Wind blowing from 0° North to South,40%,1018,16
20210113,10:00,12,Sunny,17,Wind blowing from 240° West-southwest to East-northeast,24%,1018,16
20210113,11:00,13,Sunny,20,Wind blowing from 240° West-southwest to East-northeast,26%,1017,16
20210113,12:00,16,Passing clouds,20,Wind blowing from 240° West-southwest to East-northeast,22%,1017,N/A
20210113,13:00,16,Sunny,20,Wind blowing from 260° West to East,20%,1016,16
20210113,14:00,17,Sunny,24,Wind blowing from 260° West to East,20%,1016,16
20210113,15:00,16,Sunny,24,Wind blowing from 250° West-southwest to East-northeast,23%,1016,16
20210113,16:00,16,Sunny,20,Wind blowing from 260° West to East,23%,1016,16
20210113,17:00,13,Sunny,9,Wind blowing from 250° West-southwest to East-northeast,28%,1016,16
20210113,18:00,9,Passing clouds,6,Wind blowing from 230° Southwest to Northeast,37%,1017,N/A
20210113,19:00,6,Clear,2,Wind blowing from 0° North to South,49%,1017,16
20210113,20:00,4,Clear,2,Wind blowing from 0° North to South,56%,1018,16
20210113,22:00,2,Clear,2,Wind blowing from 230° Southwest to Northeast,75%,1018,16
